Q1026040	mourning
Q51386	mr. friendly
Q51574151	cook
Q51619712	rudy
Q5174096	cosmic ray
Q5218137	dany
Q52285887	halloween
Q5237020	david mackey
Q5237836	david murray/james newton quintet
Q52463	wu-tang clan
Q5250250	deep purple
Q5254554	delta
Q5273655	dickey
Q52866322	queen
Q5305756	dramatic
Q5310154	dual alibi
Q5374014	empire
Q538375	pat roberts
Q538375	charles patrick `` pat '' roberts
Q53839623	william green
Q5416133	eve
Q5417161	evergreen
Q5427823	fabio giordano
Q5427823	fabio marco giordano
Q5428310	face
Q5433025	family
Q54563876	boris
Q5494810	fred chapman
Q54997264	hermann
Q55002311	regina
Q55002408	adelaide
Q55016500	the king
Q55017296	a singer
Q55032897	lucio
Q55053692	man
Q55083519	ned
Q5514138	gp-1 : part ii
Q5540517	george herbert
Q55606134	bully
Q55759051	the mountain
Q55759051	mountain
Q5578567	gold
Q55861119	eli
Q56810357	wrong
Q56885303	marian
Q56885303	mery
Q57316337	susana
Q5758217	higher plane
Q5873892	ho-jin
Q5873892	호진
Q5880348	holiday
Q588147	unreal
Q591171	elevator action
Q59387732	swamp thing
Q59391163	terminal
Q59393445	ends
Q5951484	huỳnh phú sổ
Q5951484	huynh phu so
Q5954384	ys strategy
Q5956308	jump in
Q59587993	shadows
Q59825867	taken
Q6009882	in love and war
Q60607468	honey
Q60728321	sylvia
Q60736447	john baker
Q61671705	butler
Q62027931	gloria
Q62027931	my generation
Q62123023	searching
Q6220358	john baker
Q63116777	judith
Q63226266	anne
Q63327973	sometimes
Q63490154	malcolm
Q63534207	may
Q6384589	keith keane
Q6384589	keith francis keane
Q63883317	ray
Q63891665	finch
Q63892435	william
Q6390704	kenneth sola
Q64001757	rakesh
Q64665954	silent bob
Q6484224	land of the lost
Q6503625	lawless
Q65042576	jack frost
Q65058812	drift
Q65073633	duel
Q65074806	remember
Q6532476	let 's live for today
Q6544801	life goes on
Q6547603	lili
Q6550008	lin chien-kwan
Q6555383	lion
Q67203919	live
Q67518108	who
Q6762299	mariano acevedo
Q6768188	mark isham
Q680911	minden
Q680911	minden , nevada
Q6811747	melbourne
Q6811747	melbourne cbd
Q6811747	melbourne , victoria
Q6811747	melbourne , victoria , australia
Q6811747	melbourne city centre
Q69349	lothar späth
Q69349	lothar spath
Q693658	izabal department
Q7037352	nils mordt
Q714537	pato
Q7149149	paul bartram dague
Q7149149	paul b.dague
Q7149149	paul dague
Q7151572	paul jenkins
Q725235	lille
Q7262234	puthiya paravai
Q7280020	radcliffe
Q7280020	radcliffe rfc
Q7283246	ragtime
Q729268	norman myers
Q7302910	recording
Q7307	kiss
Q7307	kissing
Q7307	kissed
Q7307	to kiss
Q7307	kisses
Q7307	buss
Q7314105	report
Q7316501	resurrection
Q7317227	return of the king
Q7335922	rise up with fists ! !
Q7407308	sam chapman
Q7506022	shyne
Q7521947	sincerely , wasting away
Q7550476	social circus
Q7558477	solo piano
Q7577845	spirit
Q7578612	split
Q7596795	stage fright
Q7608003	step up
Q7629386	style
Q7697370	tell
Q7707339	texarkana
Q7774976	the will
Q7775381	the wizard of oz
Q7775384	the wizard of oz
Q7783518	theta
Q7848093	trust
Q7927798	video
Q7940839	volume 1
Q7971753	washington county
Q797814	baby
Q79925253	bowl
Q7996169	gerhard
Q7996169	gerhard ( given name )
Q7996169	gerhard ( first name )
Q79965229	boris
Q8005132	brooklyn
Q8005132	town of brooklyn
Q8014248	william laidlaw
Q8031818	wonderful
Q804380	baker street
Q8056800	you
Q81096	engineer
Q813912	condition
Q813912	state
Q813912	status
Q813912	reality of the situation
Q813912	circumstances
Q81547396	country music
Q82753	file
Q82753	data file
Q82753	f
Q83952267	rainbow
Q845014	vassy
Q851838	delta
Q851838	delta , british columbia
Q85847204	show
Q873647	georg reutter i
Q873647	georg reutter
Q877106	michael sternkopf
Q8850600	spider
Q898138	ferenc szabó
Q898138	ferenc szabo
Q910204	thing
Q910204	ben grimm
Q910204	the thing
Q910204	benjamin jacob grimm
Q910900	the way we were
Q910900	way we were
Q9169600	best
Q9350443	system
Q936455	vic vogel
Q94993998	mirage
Q953758	luzerne
Q953758	luzerne , iowa
Q970321	santo
Q988947	marathon
Q9916	ike
Q9916	dwight eisenhower
Q9916	david dwight eisenhower
Q9916	president eisenhower
Q9916	d. eisenhower
Q9916	eisenhower
Q1008682	phool khile hain gulshan gulshan
Q1018141	butterscotch
Q1018141	antoinette clinton
Q10305196	jane
Q10359231	renaissance
Q10382528	time
Q1047136	casey
Q1048041	paul d. harkins
Q1050114	cat scratch fever
Q10503788	the night of the generals
Q10648343	duo
Q10648343	pair
Q10648343	work duo
Q10648343	two persons
Q10648343	2 persons
Q10648343	2 people
Q10648343	2 person
Q10648343	two humans
Q10648343	group of two people
Q10648343	group of two humans
Q10648343	two people
Q10648343	two person
Q10648343	group of 2 people
Q10648343	dynamic duo
Q10648343	2 humans
Q10648343	group of 2 humans
Q10648343	group of 2 persons
Q10648343	group of 2 person
Q10648343	group of two persons
Q10648343	group of two person
Q10680443	stockholm
Q10850917	heroes
Q10852987	thank you
Q108618	orange county
Q108618	orange county , new york
Q1087300	the cinematic orchestra
Q1093085	the big heat
Q1093085	big heat
Q1093829	city in the usa
Q1093829	city of the usa
Q1093829	city of the united states
Q1095440	clarence griffin
Q1095440	clarence james `` peck '' griffin
Q109851	benton county
Q109851	benton county , minnesota
Q1100495	cleopatra
Q110837	v
Q11230406	lotus
Q11246169	sign
Q11254421	wing
Q11254565	wonder
Q11255	office
Q11259550	air force
Q1127610	deathstalker ii
Q1128631	united
Q1128631	the whites
Q1128631	the peacocks
Q1128631	lufc
Q1128631	luafc
Q1133320	beaver
Q11425308	sakamoto
Q1142868	cuba
Q115260	leon
Q1158186	today
Q1158210	fox
Q1158210	fox family name
Q1158210	fox surname
Q11636235	reiko
Q1166019	dariush mehrjui
Q11771153	massey
Q11772	greece
Q11859245	extreme
Q11937685	moses
Q11977713	ivar medaas
Q11977713	ivar medås
Q1202567	shizuka kudō
Q1202567	工藤静香
Q1202567	shizuka kimura
Q1202567	木村静香
Q1202567	kudō shizuka
Q1202567	shizuka kudo
Q1202567	kudo shizuka
Q1202567	shizuka kudou
Q12036487	fatty
Q12105311	canary row
Q1226838	diogo dória
Q1226838	diogo doria
Q12300853	albert
Q1246854	strip
Q12603721	story on
Q1268500	dwight muhammad qawi
Q1277089	democratic party
Q128147	kingston upon hull
Q128147	hull
Q128147	hull , yorkshire
Q1285892	max
Q1285892	masato
Q128867	kylie
Q1295	dortmund
Q129992	morgan
Q1300961	augustine
Q1300961	augustine ( given name )
Q1300961	augustine ( first name )
Q1308730	hope
Q13212284	ou
Q1332738	ralf schmerberg
Q13408665	dunlop
Q13553861	lawson
Q13650772	mae
Q1373328	rayman raving rabbids 2
Q1406445	fern
Q1406445	fern ( first name )
Q1406445	fern ( given name )
Q1430600	junius
Q14622020	bedtime
Q1470523	rock star
Q149947	midway games
Q1502069	genesis
Q151895	nosferatu
Q1523165	gideon 's daughter
Q15238167	tony
Q15238167	tony ( given name )
Q15238167	tony ( first name )
Q1538349	kingston
Q1544746	setar
Q156726	stanislav
Q156726	stanislo
Q156726	stanislavov
Q156726	stanislowow
Q1571462	the devil 's disciple
Q1571462	devil 's disciple
Q15737810	finally
Q16009147	mayor
Q160278	john d. rockefeller
Q160278	john davison rockefeller
Q160278	john davison rockefeller , sr .
Q160278	john d. rockefeller
Q160278	john davison rockefeller sr .
Q1606560	henry butler
Q16112272	drama
Q16149787	13
Q16158485	adderley
Q16238035	murder
Q16280842	reagan
Q16280842	reagan ( first name )
Q16280842	reagan ( given name )
Q1631423	the big knife
Q1631423	big knife
Q163543	gérard
Q163543	francois pascal simon , baron gerard
Q163543	françois-pascal-simon gérard
Q163543	francois gerard
Q163543	francois , baron gerard
Q163543	baron francis gerard
Q163543	francis , baron gerard
Q163543	baron francois pascal simon gerard
Q163543	francois pascal simon gerard
Q163543	baron françois gérard
Q163543	françois , baron gérard
Q163543	baron gerard
Q163543	françois-pascal-simon , baron gérard
Q163543	françois pascal simon gérard
Q163543	baron francois-pascal-simon gerard
Q163543	françois-pascal-simon gérard baron
Q163543	françois pascal simon gérard baron
Q163543	gerard
Q163543	f.p.s. gerard
Q163543	f. gerard
Q163543	francois pascal s. gerard
Q163543	baron francois pascal gerard
Q163543	m. gérard
Q163543	francois pascal simon , baron gerard
Q163543	francois gerard
Q163543	girard
Q163543	gerrard
Q163543	francois-pascal gerard
Q163543	francois pascal gerard
Q163543	francis gerard
Q163543	monogrammist f. g. 91
Q1639059	ontario
Q1639059	ontario , oregon
Q1659367	jordan
Q16724831	wind
Q16725192	a dangerous youth
Q16725192	dangerous youth
Q16799334	taken
Q16799334	taken series
Q16825795	casey
Q16848834	james ward
Q16865535	cherry
Q16871763	lake
Q16871763	lake ( family name )
Q16873053	lindsley parsons
Q16954372	the daughter
Q16954372	daughter
Q16961046	chapter one
Q17	japan
Q17	state of japan
Q17	land of the rising sun
Q17	nihon
Q17	nippon
Q17	jp
Q17	nippon-koku
Q17	nihon-koku
Q17	ja
Q17	jpn
Q17	jp
Q17	jap
Q17011726	i am
Q17016199	the journey
Q17025919	today
Q17030112	the ultimate collection
Q170779	cassandra
Q17229796	passion
Q17314906	bad girls
Q17511599	medal of honor
Q175391	fender
Q175391	fender musical instruments
Q175391	fender electric instrument manufacturing company
Q175391	fmic
Q1757399	city
Q17606180	true love
Q17630454	sola
Q1785299	lily broberg
Q1798956	steve james
Q18019772	rage
Q18048330	terminal
Q18383	providence
Q18383	providence , rhode island
Q18383	providence , ri
Q185598	diary
Q185598	journal
Q18641559	john parish
Q186689	13
Q186689	thirteen
Q18695647	1st
Q18709039	pasquale
Q18987420	shepherd
Q18987420	shepherd ( family name )
Q19002857	dimitry
Q19002857	dimitry ( given name )
Q19002857	dimitry ( first name )
Q1909810	matthias dehoust
Q19202	phoenix
Q19202	dave farrell
Q19202	david michael farrell
Q1920566	response
Q1920566	reply
Q1920566	answers
Q1927995	quimby
Q193355	blues rock
Q1934500	the missing piece
Q1962851	the passengers
Q1962851	passengers
Q1962851	les passagers
Q19813043	miller
Q19813043	miller ( first name )
Q19813043	miller ( given name )
Q19841595	dorothea
Q20015306	sergio
Q20058625	the island
Q20083725	calvin jones
Q201423	john marshall
Q2024	2007
Q2024	mmvii
Q20311683	archangel
Q2031332	oro
Q2032632	oscar
Q2062358	love hurts
Q2066941	pee wee king
Q2066941	peewee king
Q2066941	julius frank anthony kuczynski
Q20898938	china
Q20898938	china ( first name )
Q20898938	china ( given name )
Q20992313	1989
Q21058528	sunshine
Q21064497	iqbal
Q21152505	second album
Q21161506	loco
Q21186925	stockholm
Q21492027	blenkinsop
Q21527818	livingston
Q21780329	for you
Q21780329	song of toni willé
Q2186128	graham
Q2186128	graham , georgia
Q22341692	rick
Q22341692	orville wright richard
Q2265967	pan
Q22998383	tomorrow
Q231256	francis de sales
Q231256	saint francis de sales
Q231256	st. francis de sales
Q231256	saint francis of sales
Q231256	bishop of geneva
Q231256	francçois de sales
Q231256	françois de salfes
Q2329917	two eyes staring
Q233669	lou henry hoover
Q23413	castle
Q2356282	roanoke
Q2356282	roanoke , illinois
Q2378523	john muiruri
Q2391435	to be
Q2394683	barry mcguigan
Q2394683	finbar patrick mcguigan
Q24022584	vision
Q2414625	express
Q24197015	queen
Q24563973	crush
Q2460565	bancroft
Q2460565	bancroft , nebraska
Q2483362	ernie
Q25096093	sleepless
Q25096428	tenth
Q25096724	harmony
Q25114411	gran
Q25338981	showtime
Q2535745	václav
Q2535745	vaclav
Q2560184	southam
Q2560184	southam , warwickshire
Q25685270	edward rowe
Q258389	summer in the city
Q2615067	last
Q2627964	bad boy
Q2637148	lysander
Q266396	josé joão pereira
Q26736517	leslie
Q26736517	leslie ( first name )
Q26736517	leslie ( given name )
Q27042111	heidi
Q2720234	only
Q27870137	serafin
Q279088	y
Q279088	tancred mitchel
Q279088	mike hammer
Q279088	tancred mitschel
Q279088	theodor marx
Q279088	alpha
Q279088	a.r penck
Q279088	a.r. penck ( ralf winkler )
Q2841495	samba
Q28429582	the river
Q28453049	party
Q28828637	donoghue
Q2889324	i know
Q2901291	park
Q2936321	candy
Q29471844	allan
Q29653225	salt
Q297513	ömer yalçın
Q297513	omer yalcin
Q2986432	neon genesis evangelion : ayanami raising project
Q3015580	dans une galaxie près de chez vous
Q3015580	dans une galaxie pres de chez vous
Q3058617	esquerita
Q3058617	eskew reeder jr
Q3058617	steven quincy reeder jr .
Q3058617	s.q. reeder
Q3058617	sq jr .
Q3083184	pilot
Q3083184	californication pilot
Q3087320	freedom
Q30890909	pop
Q3129033	heart of china
Q313788	dean cain
Q313788	dean george cain
Q3161167	james gibbons huneker
Q3161167	james huneker
Q3161167	james g. huneker
Q3184703	coach
Q3209424	the real glory
Q3209424	real glory
Q3226475	the fight
Q323053	george armstrong
Q3235103	two flags west
Q325204	joey
Q325204	making contact
Q325283	artemis fowl
Q3283955	ed , edd n eddy : scam of the century
Q3303096	maze
Q3325877	moulins
Q333146	siegfried
Q3349392	odyssey
Q334990	the salamander
Q334990	bernard cyril freyberg
Q334990	lt.-gen. bernard cyril freyberg , 1st baron freyberg , v.c .
Q3423468	regina
Q343574	action
Q3496354	stage fright
Q3497552	oliver stanley
Q3497552	rt. hon. oliver frederick george stanley
Q3503976	sunshine
Q3506111	suzuki
Q3522860	storm
Q3526018	cb dollaway
Q3526018	clarence byron `` c. b. '' dollaway
Q3556960	nikolaos lazaridis
Q35799068	shinobu
Q358804	john duigan
Q3617534	animation
Q3636008	the album
Q3645176	broadway
Q364753	carlos
Q364753	carlos ( given name )
Q364753	carlos ( first name )
Q3661475	casanova
Q3675405	chop suey & co .
Q3691017	script
Q3713487	don bosco
Q37349	dalai lama
Q3740570	fear
Q37465034	seven
Q37488123	nasir
Q37578391	new york city
Q3772935	hawkman
Q3772935	ch'al andar
Q3776297	green
Q3783410	harmony
Q378913	the lord of the rings
Q378913	lord of the rings
Q3841018	lynn
Q3841018	lynn ( first name )
Q3841018	lynn ( given name )
Q384989	elmore spencer
Q387053	cusco
Q3878819	notorious
Q3899353	pepe
Q3988254	the mating
Q3988254	mating
Q3989530	the suicide club
Q3989530	suicide club
Q3989617	the thief
Q3989617	thief
Q3992190	together
Q4008444	vamp
Q4017	supernova
Q4066902	the band
Q4066902	band
Q42186459	the street
Q42298172	boulevard of broken dreams
Q42298172	boulevard of broken dreams
Q42529634	teacher
Q425913	romance
Q425913	romance anónimo
Q425913	studio en mi de rubira
Q425913	romance anonimo
Q42907360	paint
Q42907360	jonathan charles cozart
Q4599650	2002
Q4641115	5 ingredient fix
Q46519112	the place
Q46519112	place
Q4654945	atv offroad fury
Q4663971	abbey
Q4665326	abdul ghafoor
Q4689423	bonnie
Q4689423	bonnie ( given name )
Q4689423	bonnie ( first name )
Q47008556	autumn
Q47008556	rv 293
Q47008556	autunno
Q47008556	cimento dell'armonia e dell'inventione. n. 3
Q4725701	alice
Q4726398	alien
Q4734370	alone
Q47496649	hawaii
Q482439	vernon
Q4825252	the family
Q4825252	family
Q4838385	amit kumar
Q483909	time
Q483909	시간
Q483909	shi gan
Q483980	key
Q483980	kim ki-bum
Q48406864	the bridge
Q48406864	most
Q48797107	danger
Q48800713	strangers
Q48801017	smokin '
Q48807255	swingers
Q49047	mako
Q493981	time
Q4949678	boulevard of broken dreams
Q4951716	boxing
Q4957853	brass
Q4994217	jerry tuite
Q5002397	butch huskey
Q5004279	byron
Q5004279	byron , monroe county , wisconsin
Q5006853	c. scott grow
Q5006853	cecil scott grow
Q5006853	cecil grow
Q5031938	candle
Q50383217	becky
Q5048438	casey 's shadow
Q5083228	charles w. lyon
Q5236764	i am
Q5245297	dead man
Q5264472	desire
Q5270993	diamonds
Q5270993	brillianten
Q532006	les vacances de monsieur hulot
Q532006	vacances de monsieur hulot
Q532006	les vacances de monsieur hulot
Q5331325	eaton
Q5331325	town of eaton
Q53361835	porterfield
Q5351107	el debarge
Q5352065	slayer
Q5352065	la muerte
Q5352065	muerte
Q5352065	genético
Q535364	as
Q535364	happy puppet syndrome , formerly
Q535364	angelman syndrome chromosome region
Q538041	habitat
Q53839621	william green
Q5386824	eric johnson
Q542758	styx
Q5450602	finn
Q5459125	flight
Q5469335	forever
Q5469357	forever
Q54739292	juan
Q54739292	juan alano
Q5474296	foundation
Q5476570	fox
Q5500083	free speech
Q550551	burial
Q5523865	garrett
Q55241	costa
Q55496777	genesis
Q558602	don cornell
Q5643873	ham schulte
Q5659852	harold
Q5663728	alberto isola
Q569704	ansgar brinkmann
Q5715535	black orchid
Q5724536	beginning
Q5726358	henry nielsen
Q577318	graf
Q577318	graf , iowa
Q578626	graeme storm
Q5802135	demetrio
Q5882236	catwoman
Q5882236	catherine ann turley
Q5896440	honky
Q59198841	gopi
Q5955823	betty
Q5955823	betty
Q5955823	betti
Q5955823	beti
Q5956826	hymns
Q6012989	in the sun
Q604449	identity
Q60692181	julia
Q60740466	maryam
Q6097	tea
Q6167643	jayaraj
Q62122767	found
Q623241	waterloo
Q6235307	john gilbert
Q624790	hole
Q6324817	kick
Q63255475	an episode
Q63485254	mother
Q63489693	mendoza
Q63528757	paolo
Q63532734	sally
Q6368543	karaoke remix vol.1
Q6380134	kay
Q6380134	goldilox
Q6380134	my name is kay
Q6380134	kristin boutilier
Q63882760	peter pan
Q63890600	mother
Q63969451	robo
Q6442400	kuka
Q644250	idlewild
Q64626625	voyage
Q64777425	bonnie and clyde
Q64777425	comic strip
Q64777425	bubble gum
Q6506498	levert
Q65073517	human
Q65079352	hell
Q65079393	river
Q65118514	thomas day
Q65387456	georges
Q65387697	andré
Q6551877	linda otto
Q65559599	luna
Q65658996	humble
Q65658996	humble .
Q66069331	midnight
Q66197767	pearson
Q6654757	live
Q6683813	lost
Q66891882	pilot
Q6697822	lucky
Q67130921	bambi
Q672979	lost tribes
Q672979	isolated people
Q67401071	gaza
Q677	iron
Q677	fe
Q677	element 26
Q677	fer
Q677	26fe
Q677	eisen
Q677	ferrum
Q677	hierro
Q677	ferrum metallicum
Q67834096	year zero
Q6785030	master harold ... and the boys
Q678529	the unborn
Q67894215	best
Q6820419	merry christmas
Q6944060	mutt
Q69917013	sanctuary
Q7030093	nicole lachartre
Q703079	xiu xiu : the sent down girl
Q70627996	shine
Q7106193	oscar peterson plays the jerome kern songbook
Q7134221	paradise
Q7137363	paris
Q714057	infernal affairs
Q7154419	paul wilson
Q7182609	philadelphia
Q7182609	philadelphia magazine
Q7208438	poison
Q72096882	steam
Q7248253	profile ii : the best of emmylou harris
Q72714301	duke
Q72714301	mr. caboom
Q729304	carthage
Q729304	carthage , missouri
Q7366	song
Q7366	songs
Q7366	vocal piece
Q7366	piece of vocal music
Q7366	vocal pieces
Q7366	pieces of vocal music
Q7376260	ruby
Q7381297	russell
Q7415700	sanctuary
Q743	w
Q743	wolfram
Q743	element 74
Q743	74w
Q743	tungsten atom
Q744270	monster
Q7444468	secrets
Q745718	assyrians
Q748382	nano
Q7488817	shannon
Q7495135	sherman block
Q753911	doll
Q7557263	soldier
Q7564267	soul music
Q76	obama
Q76	barak obama
Q76	barry obama
Q76	president obama
Q76	president barack obama
Q76	bho
Q76	barack
Q7608424	stephanie umoh
Q762077	sisters of the gion
Q7622777	street
Q765013	frank lowe
Q7653144	swami
Q7676696	taj
Q7688449	tattoo
Q77	uruguay
Q77	república oriental del uruguay
Q77	uy
Q77	🇺🇾
Q77	uru
Q77	oriental republic of uruguay
Q7710473	thank you
Q771436	liliana ronchetti
Q77224171	jason
Q7736211	the german
Q7736211	german
Q7736387	gift
Q7739868	the hits
Q7754085	the night i fell in love
Q7758495	the program
Q7762608	the score
Q7770684	the tubes
Q7775797	the word from mose
Q7817908	tom uren
Q78439085	home for christmas
Q78439085	hjem til jul
Q785555	jason and the argonauts
Q79336	charleston
Q79336	charleston , arkansas
Q7997439	folk rock
Q80073792	bowl
Q82626	bridge
Q830778	dr. jekyll and mr. hyde
